indicador,pais,anio,valor
NY.GDP.PCAP.KD,VNM,2024,4012.50779921084
NY.GDP.PCAP.KD,VNM,2023,3772.36029116103
NY.GDP.PCAP.KD,VNM,2022,3617.66311280437
NY.GDP.PCAP.KD,VNM,2021,3358.21734764714
NY.GDP.PCAP.KD,VNM,2020,3303.16949807493
NY.GDP.PCAP.KD,VNM,2019,3241.07648966529
NY.GDP.PCAP.KD,VNM,2018,3048.28327602145
NY.GDP.PCAP.KD,VNM,2017,2868.13680013379
NY.GDP.PCAP.KD,VNM,2016,2715.57887431272
NY.GDP.PCAP.KD,VNM,2015,2577.56885340113
NY.GDP.PCAP.KD,VNM,2014,2439.28655744423
NY.GDP.PCAP.KD,VNM,2013,2320.08431444934
NY.GDP.PCAP.KD,VNM,2012,2224.11404253256
NY.GDP.PCAP.KD,VNM,2011,2132.90453762087
NY.GDP.PCAP.KD,VNM,2010,2027.58184375924
NY.GDP.PCAP.KD,VNM,2009,1927.13427057454
NY.GDP.PCAP.KD,VNM,2008,1856.00519883979
NY.GDP.PCAP.KD,VNM,2007,1788.9485028957
NY.GDP.PCAP.KD,VNM,2006,1699.67620343393
NY.GDP.PCAP.KD,VNM,2005,1609.96268313651
NY.GDP.PCAP.KD,VNM,2004,1510.94449049599
NY.GDP.PCAP.KD,VNM,2003,1418.74337471509
NY.GDP.PCAP.KD,VNM,2002,1340.51670460271
NY.GDP.PCAP.KD,VNM,2001,1273.8052690094
NY.GDP.PCAP.KD,VNM,2000,1212.19657794381
NY.GDP.PCAP.KD,VNM,1999,1148.04465210832
NY.GDP.PCAP.KD,VNM,1998,1110.1126773248
NY.GDP.PCAP.KD,VNM,1997,1064.77802859908
NY.GDP.PCAP.KD,VNM,1996,998.924907248853
NY.GDP.PCAP.KD,VNM,1995,927.625512005765
NY.GDP.PCAP.KD,VNM,1994,861.122422555836
NY.GDP.PCAP.KD,VNM,1993,805.606443630458
NY.GDP.PCAP.KD,VNM,1992,759.910853953724
NY.GDP.PCAP.KD,VNM,1991,713.747210806804
NY.GDP.PCAP.KD,VNM,1990,687.860316254161
NE.CON.GOVT.ZS,ARG,2025,14.9273063065132
NE.CON.GOVT.ZS,ARG,2024,14.9167656550539
NE.CON.GOVT.ZS,ARG,2023,16.3015627890885
NE.CON.GOVT.ZS,ARG,2022,15.7026090548718
NE.CON.GOVT.ZS,ARG,2021,15.9158179423023
NE.CON.GOVT.ZS,ARG,2020,16.8730073837365
NE.CON.GOVT.ZS,ARG,2019,16.4432415862976
NE.CON.GOVT.ZS,ARG,2018,15.8050971558947
NE.CON.GOVT.ZS,ARG,2017,17.6968939223042
NE.CON.GOVT.ZS,ARG,2016,17.6545781863509
NE.CON.GOVT.ZS,ARG,2015,18.098379759087
NE.CON.GOVT.ZS,ARG,2014,16.9498757371062
NE.CON.GOVT.ZS,ARG,2013,16.8062377968797
NE.CON.GOVT.ZS,ARG,2012,16.6454378106252
NE.CON.GOVT.ZS,ARG,2011,15.6889565165983
NE.CON.GOVT.ZS,ARG,2010,15.1637178886417
NE.CON.GOVT.ZS,ARG,2009,15.903896746884
NE.CON.GOVT.ZS,ARG,2008,13.6335132595631
NE.CON.GOVT.ZS,ARG,2007,12.9893238963619
NE.CON.GOVT.ZS,ARG,2006,12.4294153726307
NE.CON.GOVT.ZS,ARG,2005,12.1418612359575
NE.CON.GOVT.ZS,ARG,2004,11.114636067696
NE.CON.GOVT.ZS,ARG,2003,11.4380567929249
NE.CON.GOVT.ZS,ARG,2002,12.235247296692
NE.CON.GOVT.ZS,ARG,2001,14.1562743129569
NE.CON.GOVT.ZS,ARG,2000,13.7841913064131
NE.CON.GOVT.ZS,ARG,1999,13.7232114149469
NE.CON.GOVT.ZS,ARG,1998,12.4947749986829
NE.CON.GOVT.ZS,ARG,1997,12.0620142457633
NE.CON.GOVT.ZS,ARG,1996,12.5016776609201
NE.CON.GOVT.ZS,ARG,1995,13.3494556774505
NE.CON.GOVT.ZS,ARG,1994,13.1869043660659
NE.CON.GOVT.ZS,ARG,1993,13.5103784728742
NE.CON.GOVT.ZS,ARG,1992,2.97553802761558
NE.CON.GOVT.ZS,ARG,1991,3.32176128752774
NE.CON.GOVT.ZS,ARG,1990,3.13542839161188
NE.CON.GOVT.ZS,BRA,2025,19.1341362432545
NE.CON.GOVT.ZS,BRA,2024,18.7696027831652
NE.CON.GOVT.ZS,BRA,2023,19.042610794419
NE.CON.GOVT.ZS,BRA,2022,18.4022127200534
NE.CON.GOVT.ZS,BRA,2021,18.5475883605677
NE.CON.GOVT.ZS,BRA,2020,20.135153015057
NE.CON.GOVT.ZS,BRA,2019,19.9835812871624
NE.CON.GOVT.ZS,BRA,2018,19.8950877833541
NE.CON.GOVT.ZS,BRA,2017,20.1619046963757
NE.CON.GOVT.ZS,BRA,2016,20.3792974264123
NE.CON.GOVT.ZS,BRA,2015,19.7768199564016
NE.CON.GOVT.ZS,BRA,2014,19.1535387102127
NE.CON.GOVT.ZS,BRA,2013,18.8924789951339
NE.CON.GOVT.ZS,BRA,2012,18.5301032652535
NE.CON.GOVT.ZS,BRA,2011,18.669256936864
NE.CON.GOVT.ZS,BRA,2010,19.0168578366064
NE.CON.GOVT.ZS,BRA,2009,19.6506384023989
NE.CON.GOVT.ZS,BRA,2008,18.8393928731749
NE.CON.GOVT.ZS,BRA,2007,18.9429876162865
NE.CON.GOVT.ZS,BRA,2006,19.0389169455913
NE.CON.GOVT.ZS,BRA,2005,18.8900014184589
NE.CON.GOVT.ZS,BRA,2004,18.4675839197143
NE.CON.GOVT.ZS,BRA,2003,19.0774784933715
NE.CON.GOVT.ZS,BRA,2002,19.8096623456372
NE.CON.GOVT.ZS,BRA,2001,19.3432950140464
NE.CON.GOVT.ZS,BRA,2000,18.7678457444131
NE.CON.GOVT.ZS,BRA,1999,19.782690769704
NE.CON.GOVT.ZS,BRA,1998,20.0705315848897
NE.CON.GOVT.ZS,BRA,1997,19.5352947982055
NE.CON.GOVT.ZS,BRA,1996,19.7508265161778
NE.CON.GOVT.ZS,BRA,1995,20.9279248587451
NE.CON.GOVT.ZS,BRA,1994,17.8657165129222
NE.CON.GOVT.ZS,BRA,1993,17.6640230381336
NE.CON.GOVT.ZS,BRA,1992,17.0630155947621
NE.CON.GOVT.ZS,BRA,1991,17.8998440765684
NE.CON.GOVT.ZS,BRA,1990,19.2909224528275
NE.CON.GOVT.ZS,CAN,2025,21.9050614080929
NE.CON.GOVT.ZS,CAN,2024,21.4371583416196
NE.CON.GOVT.ZS,CAN,2023,20.7162347510337
NE.CON.GOVT.ZS,CAN,2022,20.2954241620472
NE.CON.GOVT.ZS,CAN,2021,21.4119101053587
NE.CON.GOVT.ZS,CAN,2020,22.7010770856854
NE.CON.GOVT.ZS,CAN,2019,20.6634514308635
NE.CON.GOVT.ZS,CAN,2018,20.6814141954507
NE.CON.GOVT.ZS,CAN,2017,20.7032830276468
NE.CON.GOVT.ZS,CAN,2016,21.0480194121553
NE.CON.GOVT.ZS,CAN,2015,20.8778041482202
NE.CON.GOVT.ZS,CAN,2014,20.2665398097849
NE.CON.GOVT.ZS,CAN,2013,20.704487090186
NE.CON.GOVT.ZS,CAN,2012,21.057925851495
NE.CON.GOVT.ZS,CAN,2011,21.1457595858567
NE.CON.GOVT.ZS,CAN,2010,21.4753801201883
NE.CON.GOVT.ZS,CAN,2009,21.9645435702208
NE.CON.GOVT.ZS,CAN,2008,19.7193918809639
NE.CON.GOVT.ZS,CAN,2007,19.2505356033619
NE.CON.GOVT.ZS,CAN,2006,19.2483783285358
NE.CON.GOVT.ZS,CAN,2005,19.0757499551557
NE.CON.GOVT.ZS,CAN,2004,19.4174699133429
NE.CON.GOVT.ZS,CAN,2003,19.8961700554057
NE.CON.GOVT.ZS,CAN,2002,19.7786860731732
NE.CON.GOVT.ZS,CAN,2001,19.5093203790186
NE.CON.GOVT.ZS,CAN,2000,19.1064161806335
NE.CON.GOVT.ZS,CAN,1999,19.3206802127153
NE.CON.GOVT.ZS,CAN,1998,19.8366254207698
NE.CON.GOVT.ZS,CAN,1997,19.85332386514
NE.CON.GOVT.ZS,CAN,1996,20.7605188908557
NE.CON.GOVT.ZS,CAN,1995,21.6585439761622
NE.CON.GOVT.ZS,CAN,1994,22.6779482102903
NE.CON.GOVT.ZS,CAN,1993,23.8860993498314
NE.CON.GOVT.ZS,CAN,1992,24.44462693963
NE.CON.GOVT.ZS,CAN,1991,24.0167404559594
NE.CON.GOVT.ZS,CAN,1990,22.6182277236122
NE.CON.GOVT.ZS,CHE,2025,12.0424583002077
NE.CON.GOVT.ZS,CHE,2024,11.9145601929821
NE.CON.GOVT.ZS,CHE,2023,11.7415119087327
NE.CON.GOVT.ZS,CHE,2022,11.4146236602203
NE.CON.GOVT.ZS,CHE,2021,12.006426146931
NE.CON.GOVT.ZS,CHE,2020,12.3698764856067
NE.CON.GOVT.ZS,CHE,2019,11.5905424800121
NE.CON.GOVT.ZS,CHE,2018,11.4708433102977
NE.CON.GOVT.ZS,CHE,2017,11.7697907709451
NE.CON.GOVT.ZS,CHE,2016,11.7081822405935
NE.CON.GOVT.ZS,CHE,2015,11.6918185842548
NE.CON.GOVT.ZS,CHE,2014,11.6046783341903
NE.CON.GOVT.ZS,CHE,2013,11.5576185713474
NE.CON.GOVT.ZS,CHE,2012,11.5022891787833
NE.CON.GOVT.ZS,CHE,2011,11.5013086357367
NE.CON.GOVT.ZS,CHE,2010,11.4111078006857
NE.CON.GOVT.ZS,CHE,2009,11.6510384625697
NE.CON.GOVT.ZS,CHE,2008,10.877551895177
NE.CON.GOVT.ZS,CHE,2007,10.7194093201332
NE.CON.GOVT.ZS,CHE,2006,11.1290809177588
NE.CON.GOVT.ZS,CHE,2005,11.6965252877795
NE.CON.GOVT.ZS,CHE,2004,11.9325776115637
NE.CON.GOVT.ZS,CHE,2003,12.1621007363137
NE.CON.GOVT.ZS,CHE,2002,11.9448658059849
NE.CON.GOVT.ZS,CHE,2001,11.5609865755328
NE.CON.GOVT.ZS,CHE,2000,11.4967844255362
NE.CON.GOVT.ZS,CHE,1999,11.6200265398775
NE.CON.GOVT.ZS,CHE,1998,11.608073226433
NE.CON.GOVT.ZS,CHE,1997,11.7810765347319
NE.CON.GOVT.ZS,CHE,1996,12.033522307724
NE.CON.GOVT.ZS,CHE,1995,11.8946060409073
NE.CON.GOVT.ZS,CHE,1994,11.9436751805114
NE.CON.GOVT.ZS,CHE,1993,11.9265710694284
NE.CON.GOVT.ZS,CHE,1992,11.9152181552811
NE.CON.GOVT.ZS,CHE,1991,11.5433327928676
NE.CON.GOVT.ZS,CHE,1990,10.9545647495773
NE.CON.GOVT.ZS,CHL,2025,15.0559876360369
NE.CON.GOVT.ZS,CHL,2024,15.0896226035461
NE.CON.GOVT.ZS,CHL,2023,15.3080841632106
NE.CON.GOVT.ZS,CHL,2022,14.7311812258689
NE.CON.GOVT.ZS,CHL,2021,14.7288137669615
NE.CON.GOVT.ZS,CHL,2020,16.0224800648608
NE.CON.GOVT.ZS,CHL,2019,15.2526740979491
NE.CON.GOVT.ZS,CHL,2018,14.8564740930657
NE.CON.GOVT.ZS,CHL,2017,14.6487132522654
NE.CON.GOVT.ZS,CHL,2016,14.3426674731635
NE.CON.GOVT.ZS,CHL,2015,13.5921179176227
NE.CON.GOVT.ZS,CHL,2014,13.226326039639
NE.CON.GOVT.ZS,CHL,2013,12.7855846667584
NE.CON.GOVT.ZS,CHL,2012,12.3259318708529
NE.CON.GOVT.ZS,CHL,2011,12.3111911458171
NE.CON.GOVT.ZS,CHL,2010,12.5461776720871
NE.CON.GOVT.ZS,CHL,2009,12.8685281381176
NE.CON.GOVT.ZS,CHL,2008,11.2649283943249
NE.CON.GOVT.ZS,CHL,2007,10.5459559923537
NE.CON.GOVT.ZS,CHL,2006,10.2971156911752
NE.CON.GOVT.ZS,CHL,2005,10.9536302933399
NE.CON.GOVT.ZS,CHL,2004,11.430209416317
NE.CON.GOVT.ZS,CHL,2003,12.1781891754105
NE.CON.GOVT.ZS,CHL,2002,12.7485962858933
NE.CON.GOVT.ZS,CHL,2001,12.6430995429431
NE.CON.GOVT.ZS,CHL,2000,12.5909255790548
NE.CON.GOVT.ZS,CHL,1999,12.6522051661372
NE.CON.GOVT.ZS,CHL,1998,11.807588425997
NE.CON.GOVT.ZS,CHL,1997,11.4376435059474
NE.CON.GOVT.ZS,CHL,1996,11.3042341719761
NE.CON.GOVT.ZS,CHL,1995,9.77908979379382
NE.CON.GOVT.ZS,CHL,1994,9.87254217393678
NE.CON.GOVT.ZS,CHL,1993,9.90342618638723
NE.CON.GOVT.ZS,CHL,1992,9.55139959410647
NE.CON.GOVT.ZS,CHL,1991,9.56808875814587
NE.CON.GOVT.ZS,CHL,1990,9.66986420713209
NE.CON.GOVT.ZS,CHN,2024,16.7084895385701
NE.CON.GOVT.ZS,CHN,2023,17.1891419707315
NE.CON.GOVT.ZS,CHN,2022,16.6626986358672
NE.CON.GOVT.ZS,CHN,2021,16.3512045683208
NE.CON.GOVT.ZS,CHN,2020,17.6037978191606
NE.CON.GOVT.ZS,CHN,2019,17.1510123948127
NE.CON.GOVT.ZS,CHN,2018,16.8365384091475
NE.CON.GOVT.ZS,CHN,2017,16.501760892272
NE.CON.GOVT.ZS,CHN,2016,16.4004661104345
NE.CON.GOVT.ZS,CHN,2015,16.2578121496943
NE.CON.GOVT.ZS,CHN,2014,15.8783188765672
NE.CON.GOVT.ZS,CHN,2013,15.9462837052091
NE.CON.GOVT.ZS,CHN,2012,15.9047696976095
NE.CON.GOVT.ZS,CHN,2011,15.511543498627
NE.CON.GOVT.ZS,CHN,2010,14.837784222569
NE.CON.GOVT.ZS,CHN,2009,14.9931908239159
NE.CON.GOVT.ZS,CHN,2008,14.7289171300496
NE.CON.GOVT.ZS,CHN,2007,14.8435861590045
NE.CON.GOVT.ZS,CHN,2006,15.0329501874396
NE.CON.GOVT.ZS,CHN,2005,14.9800297513263
NE.CON.GOVT.ZS,CHN,2004,14.7768955354751
NE.CON.GOVT.ZS,CHN,2003,15.4631349581316
NE.CON.GOVT.ZS,CHN,2002,16.2233328656845
NE.CON.GOVT.ZS,CHN,2001,16.56557352932
NE.CON.GOVT.ZS,CHN,2000,16.9834545142268
NE.CON.GOVT.ZS,CHN,1999,16.5121269789853
NE.CON.GOVT.ZS,CHN,1998,15.0970314649113
NE.CON.GOVT.ZS,CHN,1997,13.9060143346837
NE.CON.GOVT.ZS,CHN,1996,13.3454091227604
NE.CON.GOVT.ZS,CHN,1995,13.4546321618702
NE.CON.GOVT.ZS,CHN,1994,14.2435256701499
NE.CON.GOVT.ZS,CHN,1993,14.5079383691097
NE.CON.GOVT.ZS,CHN,1992,14.5924617887132
NE.CON.GOVT.ZS,CHN,1991,14.1652583265748
NE.CON.GOVT.ZS,CHN,1990,13.8241951178238
NE.CON.GOVT.ZS,EMU,2025,21.5634694354399
NE.CON.GOVT.ZS,EMU,2024,21.3831567247308
NE.CON.GOVT.ZS,EMU,2023,21.1081909643268
NE.CON.GOVT.ZS,EMU,2022,21.3622491937675
NE.CON.GOVT.ZS,EMU,2021,22.0354741023777
NE.CON.GOVT.ZS,EMU,2020,22.5027366991361
NE.CON.GOVT.ZS,EMU,2019,20.5721104009236
NE.CON.GOVT.ZS,EMU,2018,20.4735750684054
NE.CON.GOVT.ZS,EMU,2017,20.5683615058012
NE.CON.GOVT.ZS,EMU,2016,20.755945104222
NE.CON.GOVT.ZS,EMU,2015,20.7940423751864
NE.CON.GOVT.ZS,EMU,2014,21.1476934854845
NE.CON.GOVT.ZS,EMU,2013,21.304838309978
NE.CON.GOVT.ZS,EMU,2012,21.2180569688553
NE.CON.GOVT.ZS,EMU,2011,21.1792230845165
NE.CON.GOVT.ZS,EMU,2010,21.5804475713173
NE.CON.GOVT.ZS,EMU,2009,21.8417008008962
NE.CON.GOVT.ZS,EMU,2008,20.1876124721292
NE.CON.GOVT.ZS,EMU,2007,19.6873415229357
NE.CON.GOVT.ZS,EMU,2006,19.97851252673
NE.CON.GOVT.ZS,EMU,2005,20.1765653255879
NE.CON.GOVT.ZS,EMU,2004,20.1015020866731
NE.CON.GOVT.ZS,EMU,2003,20.2432250640769
NE.CON.GOVT.ZS,EMU,2002,19.9704351175386
NE.CON.GOVT.ZS,EMU,2001,19.6232505536612
NE.CON.GOVT.ZS,EMU,2000,19.5878235565053
NE.CON.GOVT.ZS,EMU,1999,19.7274661727766
NE.CON.GOVT.ZS,EMU,1998,19.6353856737729
NE.CON.GOVT.ZS,EMU,1997,19.9468416752991
NE.CON.GOVT.ZS,EMU,1996,20.1958670499685
NE.CON.GOVT.ZS,EMU,1995,20.1361919432208
NE.CON.GOVT.ZS,EMU,1994,20.2828285129604
NE.CON.GOVT.ZS,EMU,1993,20.5667176239096
NE.CON.GOVT.ZS,EMU,1992,20.1743363497628
NE.CON.GOVT.ZS,EMU,1991,19.7606446063599
NE.CON.GOVT.ZS,EMU,1990,19.6052369918043
NE.CON.GOVT.ZS,GBR,2025,21.225279708513
NE.CON.GOVT.ZS,GBR,2024,20.9036038740505
NE.CON.GOVT.ZS,GBR,2023,20.6153775719761
NE.CON.GOVT.ZS,GBR,2022,20.5575158594765
NE.CON.GOVT.ZS,GBR,2021,21.8969522769662
NE.CON.GOVT.ZS,GBR,2020,22.3195997590271
NE.CON.GOVT.ZS,GBR,2019,18.8950896176188
NE.CON.GOVT.ZS,GBR,2018,18.3195114661863
NE.CON.GOVT.ZS,GBR,2017,18.4687648708625
NE.CON.GOVT.ZS,GBR,2016,19.0213766769505
NE.CON.GOVT.ZS,GBR,2015,19.3307524418884
NE.CON.GOVT.ZS,GBR,2014,19.6392020334218
NE.CON.GOVT.ZS,GBR,2013,19.9508460252019
NE.CON.GOVT.ZS,GBR,2012,20.6106378085018
NE.CON.GOVT.ZS,GBR,2011,20.8090086799266
NE.CON.GOVT.ZS,GBR,2010,21.3812762286342
NE.CON.GOVT.ZS,GBR,2009,21.7087286497093
NE.CON.GOVT.ZS,GBR,2008,20.1590670926597
NE.CON.GOVT.ZS,GBR,2007,19.5086899838825
NE.CON.GOVT.ZS,GBR,2006,19.651439705564
NE.CON.GOVT.ZS,GBR,2005,19.4812894931691
NE.CON.GOVT.ZS,GBR,2004,19.2946803773218
NE.CON.GOVT.ZS,GBR,2003,18.7023862140416
NE.CON.GOVT.ZS,GBR,2002,18.0527955561731
NE.CON.GOVT.ZS,GBR,2001,17.1528722984472
NE.CON.GOVT.ZS,GBR,2000,16.531026223819
NE.CON.GOVT.ZS,GBR,1999,16.3487709784882
NE.CON.GOVT.ZS,GBR,1998,15.9168690990463
NE.CON.GOVT.ZS,GBR,1997,15.938318628663
NE.CON.GOVT.ZS,GBR,1996,16.5290622137041
NE.CON.GOVT.ZS,GBR,1995,16.9743169251896
NE.CON.GOVT.ZS,GBR,1994,18.8264161374994
NE.CON.GOVT.ZS,GBR,1993,19.1782713561875
NE.CON.GOVT.ZS,GBR,1992,19.8686076438996
NE.CON.GOVT.ZS,GBR,1991,19.390870817296
NE.CON.GOVT.ZS,GBR,1990,18.5362492751834
NE.CON.GOVT.ZS,IND,2025,10.769509367472
NE.CON.GOVT.ZS,IND,2024,10.6747047439734
NE.CON.GOVT.ZS,IND,2023,10.6054981056988
NE.CON.GOVT.ZS,IND,2022,11.0688036450937
NE.CON.GOVT.ZS,IND,2021,10.4763782400684
NE.CON.GOVT.ZS,IND,2020,11.6124524106018
NE.CON.GOVT.ZS,IND,2019,11.0026755133718
NE.CON.GOVT.ZS,IND,2018,10.8232185258548
NE.CON.GOVT.ZS,IND,2017,10.7671989547856
NE.CON.GOVT.ZS,IND,2016,10.3085480747222
NE.CON.GOVT.ZS,IND,2015,10.4282907091862
NE.CON.GOVT.ZS,IND,2014,10.4408568081213
NE.CON.GOVT.ZS,IND,2013,10.2951601419598
NE.CON.GOVT.ZS,IND,2012,10.6838562318127
NE.CON.GOVT.ZS,IND,2011,11.0844615855594
NE.CON.GOVT.ZS,IND,2010,11.0076078674499
NE.CON.GOVT.ZS,IND,2009,11.459667419691
NE.CON.GOVT.ZS,IND,2008,10.5384811563533
NE.CON.GOVT.ZS,IND,2007,9.86211572842642
NE.CON.GOVT.ZS,IND,2006,9.80247046783494
NE.CON.GOVT.ZS,IND,2005,10.3661401972455
NE.CON.GOVT.ZS,IND,2004,10.4047023481415
NE.CON.GOVT.ZS,IND,2003,10.8762099129119
NE.CON.GOVT.ZS,IND,2002,11.3140950692424
NE.CON.GOVT.ZS,IND,2001,11.7614498890899
NE.CON.GOVT.ZS,IND,2000,11.9478354691139
NE.CON.GOVT.ZS,IND,1999,12.1754896050679
NE.CON.GOVT.ZS,IND,1998,11.9098898139839
NE.CON.GOVT.ZS,IND,1997,11.0287262034071
NE.CON.GOVT.ZS,IND,1996,10.3308896774711
NE.CON.GOVT.ZS,IND,1995,10.5402675188309
NE.CON.GOVT.ZS,IND,1994,10.43581347191
NE.CON.GOVT.ZS,IND,1993,11.0026650353957
NE.CON.GOVT.ZS,IND,1992,10.9150464795678
NE.CON.GOVT.ZS,IND,1991,11.0787262464783
NE.CON.GOVT.ZS,IND,1990,11.2854919029931
NE.CON.GOVT.ZS,JPN,2024,20.1443964769656
NE.CON.GOVT.ZS,JPN,2023,20.0946215543648
NE.CON.GOVT.ZS,JPN,2022,20.7103565973432
NE.CON.GOVT.ZS,JPN,2021,20.5324975835506
NE.CON.GOVT.ZS,JPN,2020,20.4376163201187
NE.CON.GOVT.ZS,JPN,2019,19.4451575446193
NE.CON.GOVT.ZS,JPN,2018,19.1049339062309
NE.CON.GOVT.ZS,JPN,2017,18.9878945850343
NE.CON.GOVT.ZS,JPN,2016,19.1952236323288
NE.CON.GOVT.ZS,JPN,2015,19.1606996744383
NE.CON.GOVT.ZS,JPN,2014,19.569565912101
NE.CON.GOVT.ZS,JPN,2013,19.6310664026448
NE.CON.GOVT.ZS,JPN,2012,19.729504957783
NE.CON.GOVT.ZS,JPN,2011,19.6755211097853
NE.CON.GOVT.ZS,JPN,2010,18.9527729272536
NE.CON.GOVT.ZS,JPN,2009,19.0444721731763
NE.CON.GOVT.ZS,JPN,2008,17.6813434344154
NE.CON.GOVT.ZS,JPN,2007,17.3297481265532
NE.CON.GOVT.ZS,JPN,2006,17.3348120303534
NE.CON.GOVT.ZS,JPN,2005,17.5160759916723
NE.CON.GOVT.ZS,JPN,2004,17.5017268819927
NE.CON.GOVT.ZS,JPN,2003,17.6035501284581
NE.CON.GOVT.ZS,JPN,2002,17.5230676412891
NE.CON.GOVT.ZS,JPN,2001,16.9871214974893
NE.CON.GOVT.ZS,JPN,2000,16.2988493817018
NE.CON.GOVT.ZS,JPN,1999,15.9945261914698
NE.CON.GOVT.ZS,JPN,1998,15.4361830577356
NE.CON.GOVT.ZS,JPN,1997,14.9826442966925
NE.CON.GOVT.ZS,JPN,1996,14.858029038795
NE.CON.GOVT.ZS,JPN,1995,14.8077943955396
NE.CON.GOVT.ZS,JPN,1994,14.4326420793325
NE.CON.GOVT.ZS,JPN,1993,14.0412583176099
NE.CON.GOVT.ZS,JPN,1992,13.4484839677197
NE.CON.GOVT.ZS,JPN,1991,13.074350983313
NE.CON.GOVT.ZS,JPN,1990,13.0342422778397
NE.CON.GOVT.ZS,MEX,2025,11.7906956206298
NE.CON.GOVT.ZS,MEX,2024,11.6225557793018
NE.CON.GOVT.ZS,MEX,2023,11.2418882240693
NE.CON.GOVT.ZS,MEX,2022,11.1310457410755
NE.CON.GOVT.ZS,MEX,2021,11.4047335546323
NE.CON.GOVT.ZS,MEX,2020,12.1968302797085
NE.CON.GOVT.ZS,MEX,2019,11.1079031004189
NE.CON.GOVT.ZS,MEX,2018,11.2562967715418
NE.CON.GOVT.ZS,MEX,2017,11.2156675519089
NE.CON.GOVT.ZS,MEX,2016,11.5736804911904
NE.CON.GOVT.ZS,MEX,2015,11.9012461267599
NE.CON.GOVT.ZS,MEX,2014,11.7538929137246
NE.CON.GOVT.ZS,MEX,2013,11.7127320778729
NE.CON.GOVT.ZS,MEX,2012,11.4486765375607
NE.CON.GOVT.ZS,MEX,2011,11.3282462816794
NE.CON.GOVT.ZS,MEX,2010,11.2739649257548
NE.CON.GOVT.ZS,MEX,2009,11.3834438585706
NE.CON.GOVT.ZS,MEX,2008,10.2592374986528
NE.CON.GOVT.ZS,MEX,2007,9.9478928345363
NE.CON.GOVT.ZS,MEX,2006,9.89214269664029
NE.CON.GOVT.ZS,MEX,2005,10.0762299861197
NE.CON.GOVT.ZS,MEX,2004,10.0161818460585
NE.CON.GOVT.ZS,MEX,2003,10.4980403656953
NE.CON.GOVT.ZS,MEX,2002,9.83812245798445
NE.CON.GOVT.ZS,MEX,2001,9.35531059790458
NE.CON.GOVT.ZS,MEX,2000,9.03701601445798
NE.CON.GOVT.ZS,MEX,1999,8.68918618690726
NE.CON.GOVT.ZS,MEX,1998,8.03111070015044
NE.CON.GOVT.ZS,MEX,1997,7.85051211515208
NE.CON.GOVT.ZS,MEX,1996,7.66513804599418
NE.CON.GOVT.ZS,MEX,1995,8.04099372436735
NE.CON.GOVT.ZS,MEX,1994,8.97501349673226
NE.CON.GOVT.ZS,MEX,1993,8.57734983797047
NE.CON.GOVT.ZS,MEX,1992,9.94287452110455
NE.CON.GOVT.ZS,MEX,1991,9.11590346275984
NE.CON.GOVT.ZS,MEX,1990,8.430745096664
NE.CON.GOVT.ZS,URY,2025,17.6025541164343
NE.CON.GOVT.ZS,URY,2024,17.3821836403447
NE.CON.GOVT.ZS,URY,2023,17.2515286032454
NE.CON.GOVT.ZS,URY,2022,16.4265115337913
NE.CON.GOVT.ZS,URY,2021,16.8274298950959
NE.CON.GOVT.ZS,URY,2020,18.0526234767609
NE.CON.GOVT.ZS,URY,2019,17.2836779473899
NE.CON.GOVT.ZS,URY,2018,16.8898043510852
NE.CON.GOVT.ZS,URY,2017,16.494336903596
NE.CON.GOVT.ZS,URY,2016,15.9448312059846
NE.CON.GOVT.ZS,URY,2015,13.8358099973704
NE.CON.GOVT.ZS,URY,2014,13.6963930072559
NE.CON.GOVT.ZS,URY,2013,13.5224297817283
NE.CON.GOVT.ZS,URY,2012,13.273834491652
NE.CON.GOVT.ZS,URY,2011,12.7604586461063
NE.CON.GOVT.ZS,URY,2010,12.64589594908
NE.CON.GOVT.ZS,URY,2009,12.9437940671953
NE.CON.GOVT.ZS,URY,2008,12.2130864916131
NE.CON.GOVT.ZS,URY,2007,11.4801831825683
NE.CON.GOVT.ZS,URY,2006,11.2852638649094
NE.CON.GOVT.ZS,URY,2005,10.9354580037111
NE.CON.GOVT.ZS,URY,2004,11.0050185738234
NE.CON.GOVT.ZS,URY,2003,11.9890885893952
NE.CON.GOVT.ZS,URY,2002,12.3477943480481
NE.CON.GOVT.ZS,URY,2001,12.4920421206891
NE.CON.GOVT.ZS,URY,2000,12.3560487504224
NE.CON.GOVT.ZS,URY,1999,12.1913473805262
NE.CON.GOVT.ZS,URY,1998,10.8980410118412
NE.CON.GOVT.ZS,URY,1997,11.0416263605056
NE.CON.GOVT.ZS,URY,1996,12.81098519885
NE.CON.GOVT.ZS,URY,1995,11.8392008061517
NE.CON.GOVT.ZS,URY,1994,11.8714549164165
NE.CON.GOVT.ZS,URY,1993,12.1754488074226
NE.CON.GOVT.ZS,URY,1992,11.5840772004318
NE.CON.GOVT.ZS,URY,1991,11.9618423259359
NE.CON.GOVT.ZS,URY,1990,12.0973181409105
NE.CON.GOVT.ZS,USA,2024,13.6249512893588
NE.CON.GOVT.ZS,USA,2023,13.5407140861824
NE.CON.GOVT.ZS,USA,2022,13.6769940249355
NE.CON.GOVT.ZS,USA,2021,14.2309724351013
NE.CON.GOVT.ZS,USA,2020,14.8775026630059
