mes,cap001,cap002,cap003,cap004,cap005
2007-02,646.06894350198081,410.77430000000015,-208.72296699999998,382.76845900000029,61.24915150198018
2007-03,975.53609577793895,468.79689999999999,215.887878,-228.59159571650025,519.44291349443915
2007-04,348.07321091107133,172.08859999999999,138.16379999999995,-20.191736808399469,58.012547719470888
2007-05,345.88362276987482,302.58440000000013,-210.72993400000001,524.1786247460002,-270.14946797612555
2007-06,1125.9411219170081,418.48330000000021,99.443068999999994,125.14900733179978,482.865745585208
2007-07,-563.3217119494841,-1022.7187000000001,111.62342100000001,221.76097474580016,126.01259230471592
2007-08,-1635.5715909350215,-1923.2754,-214.620597,-1137.559036249,1639.8834423139783
2007-09,-1251.6422390567573,-1332.5074000000002,217.94914399999999,-167.62306463879906,30.539081582041533
2007-10,-919.0644623688961,-1857.4087999999999,48.064177000000022,753.54995360749979,136.73020702360429
2007-11,564.6804713839656,-205.06179999999978,130.990577,942.97080099999994,-304.21910661603459
2007-12,251.43973069791843,-335.17690000000033,-230.08399099999997,550.55537200000015,266.14524969791859
2008-01,-638.54940949014258,-21.270599999999945,209.374911,-829.16947500000003,2.5157545098574019
2008-02,100.22341927389539,-24.037599999999927,-38.839832999999985,-1063.4024099999999,1226.5032622738954
2008-03,456.10772858232576,-655.30193800000029,142.49055899999999,-283.96711234999987,1252.8862199323257
2008-04,-1271.4189693719268,-1952.7685499999998,89.545430999999979,601.55170599999985,-9.7475563719266205
2008-05,-3272.5071409963261,-3875.76189931,102.57693600000002,587.62360999999964,-86.945787686325815
2008-06,-2403.0456783079021,-3164.7472684299992,-639.074837,133.30386099999953,1267.4725661220975
2008-07,-1949.3384267902875,-2533.82826071,282.45204900000004,975.08522885000002,-673.04744393028716
2008-08,-1589.2685893360799,-1835.7640234699995,-176.16069300000001,-2004.0314273899999,2426.6875545239191
2008-09,-1377.3585133921154,-2364.76957309,-281.07424300000002,626.67674860000011,641.80855409788467
2008-10,-2429.0811856798891,-4359.7169999999996,-290.63187399999998,1919.2424350000001,302.0252533201101
2008-11,-451.94242360390888,-1046.3331000000003,-54.822369000000009,-443.85495200000008,1093.0679973960914
2008-12,-583.7122965048037,-807.1247999999996,-51.315122000000017,-357.0567870000001,631.78441249519597
2009-01,-561.89984194646627,-793.33628221999993,327.29584500000004,-5.7762740000001447,-90.083130726466166
2009-02,-836.10119726900496,-1581.7482861599997,-142.57708400000001,523.51658299999986,364.70758989099517
2009-03,-1151.3346636721662,-2810.5526707000008,-183.50043099999999,742.48838400000068,1100.2300540278336
2009-04,-1694.4521012412972,-1968.162016629999,-80.464388,-626.23550600000044,980.40980938870223
2009-05,-1928.903803020821,-1574.8196624999998,62.903472999999991,-270.03486599999985,-146.95274752082139
2009-06,-1662.8645675121088,-2513.7726249999992,-137.987482,301.32831299999998,687.56722648789037
2009-07,-1161.3233309381351,-1377.6248499999999,-22.275182999999998,-223.0334749999999,461.61017706186465
2009-08,-1801.6577236969597,-393.21590000000009,-249.91670400000001,-2060.4439799999996,901.91886030303976
2009-09,12.648169890837551,-484.16464999999977,99.299069000000003,121.18768400000027,276.32606689083707
2009-10,297.96213216765614,330.44944999999996,-30.294924999999985,159.35128507292302,-161.54367790526692
2009-11,604.25440827940315,781.12339999999983,-109.46426100000001,-25.88217084355864,-41.522559877038077
2009-12,1806.7233034051249,447.83839252000024,-394.49033300000002,2806.0452933008646,-1052.6700494157401
2010-01,-710.30496601116556,-811.59357290999992,251.55589600000002,105.58249899999981,-255.84978810116542
2010-02,-921.04817864700749,-1410.9869999999999,-57.795029999999997,833.60303699999974,-285.8691856470075
2010-03,-870.3249882485112,-919.72559999999999,-76.102837999999991,-206.5483250000002,332.05177475148889
2010-04,-1368.7149877466286,-1361.3041999999994,-105.119186,-1026.4489219999998,1124.1573202533707
2010-05,18.840849375040989,-3.6299000000003687,-90.674953999999985,14.890295000000037,98.255408375041327
2010-06,-1233.1095462999897,-967.91790000000003,-303.07323000000002,220.59946599999967,-182.71788229998947
2010-07,-382.27330483533819,-627.08460000000002,161.84929599999998,202.97277300000002,-120.0107738353382
2010-08,-1641.0733687444281,-505.73570000000001,-10.830236999999997,-1911.8232690000004,787.31583725557243
2010-09,118.36514272974154,-459.15060000000011,-51.126642000000011,17.071368000000575,611.57101672974113
2010-10,-4.1051325392927538,-327.41469999999987,22.871780999999999,-1166.936056,1467.3738424607072
2010-11,387.90338852694236,-387.02799999999996,187.83145999999999,719.87427999999977,-132.77435147305741
2010-12,-275.50484616455259,-179.20880000000011,-218.31345900000002,777.49905299999966,-655.48164016455212
2011-01,-299.49729877727128,-667.35349999999994,-10.098515999999989,167.28398199999998,210.67073522272858
2011-02,-514.35371571516134,-445.74150000000043,-202.60095999999999,943.76168799999971,-809.77294371516086
2011-03,-1899.0425805359314,-779.90430000000015,57.457746000000014,-569.94433599999979,-606.65169053593149
2011-04,-1078.0138094681583,-1326.2961999999995,-138.83999799999998,90.290415999999965,296.83197253184164
2011-05,-1439.8531227171468,-1859.2120000000002,422.06935100000004,-14.372085999999591,11.661612282852843
2011-06,-1184.3063420068142,-1676.9081000000001,106.14543499999999,580.05607499999974,-193.59975200681436
2011-07,-877.93999270888446,-1928.7453,-36.414675000000017,1552.5293069999998,-465.30932470888399
2011-08,-2531.3719306783328,-2147.1303500000004,-165.33162099999998,-112.07090399999925,-106.8390556783329
2011-09,-418.10736054051335,-2976.6497500000005,210.51711399999999,2240.4674719999998,107.55780345948676
2011-10,-908.61689566127257,-2344.7355000000002,203.53520600000002,1518.015938,-285.4325396612723
2011-11,-1376.1968745924401,79.779099999999545,-303.64485100000002,668.682095,-1821.0132185924392
2011-12,1917.3063969548607,567.8102000000016,371.04353599999996,392.2784069999999,586.1742539548593
2012-01,-1100.2551739408709,-445.10910000000007,92.973932000000005,-202.0611199999997,-546.05888594087105
2012-02,-620.19597706754314,-99.561857500000144,-232.76436799999999,-425.92627199999987,138.05652043245689
2012-03,72.00537919087401,39.076899999999306,59.22368500000001,112.32974500000006,-138.62495080912541
2012-04,-1322.2159221051252,-1040.6207000000002,-1.4385180000000117,-483.84641799999991,203.68971389487496
2012-05,-3415.4769237004462,-1037.7176999999997,-80.875024999999994,-514.78798600000005,-1782.0962127004466
2012-06,-1356.1387458035779,-376.67560000000009,-110.29333400000002,176.7168290000001,-1045.8866408035776
2012-07,307.36020258531983,-468.5653999999999,-39.060472999999995,304.195716,510.79035958531972
2012-08,-1716.6063184269935,-152.52500000000026,199.01537400000001,-2105.5724640000003,342.47577157300674
2012-09,-77.8355890405183,40.604299999999725,-144.81862899999999,-252.55394100000012,278.93268095948213
2012-10,926.32978900429487,-53.272400000000147,-59.161629999999995,187.90848200000011,850.8553370042946
2012-11,263.33128628367001,143.26860000000005,-220.90675900000002,-28.064548000000173,369.03399328367016
2012-12,760.97229687036042,460.34659999999985,-325.74087900000006,258.24692499999986,368.11965087036066
2013-01,-157.86292199595118,50.377900000000281,493.62440000000004,60.556470000000246,-762.42169199595173
2013-02,184.9918435671899,-39.293099999999534,-41.166411999999994,433.27054600000008,-167.81919043281064
2013-03,-380.23175794126735,-320.36549999999983,161.30056000000002,-74.782183000000316,-146.38463494126711
2013-04,-694.3599254154044,9.0404999999996392,60.37118199999999,-1104.0177859999999,340.2461785845959
2013-05,-820.73158025048247,-100.43769999999999,-88.30319099999997,-699.29231500000037,67.301625749517953
2013-06,-1162.3709991927944,-36.012299999999961,-154.350337,-1192.548489,220.5401268072055
2013-07,423.20450441293224,-10.71699999999997,-68.857653999999997,57.119092728129452,445.6600656848027
2013-08,124.85312900727024,-135.03589999999997,3.2450379999999974,152.03108533631408,104.61290567095617
2013-09,502.50465322909008,60.019100000000016,-215.53011100000001,121.81295090247522,536.20271332661491
2013-10,1135.7150087770131,-412.9552999999998,292.65464500000002,906.70775180408305,349.30791197292979
2013-11,17.859270613885201,-429.1397,-129.767157,311.48490203747696,265.28122557640819
2013-12,2184.0860585060054,437.42980000000011,-362.10958199999999,183.04231500000009,1925.723525506005
2014-01,-693.34443616484987,-265.04410000000001,329.11466000000001,-409.57248703805703,-347.84250912679283
2014-02,-471.99170944590509,-462.03759999999988,142.02911900000001,-168.58360500000001,16.600376554094847
2014-03,-478.06277867426769,-258.46399999999994,76.650883000000007,114.56668880093417,-410.81635047520189
2014-04,675.69777934806598,999.89989999999977,-105.59215399999999,-81.894886000000014,-136.71508065193387
2014-05,-282.14688383784255,-316.37230000000011,318.17748699999999,-149.97276399999998,-133.97930683784247
2014-06,578.67816295335342,-203.98800000000006,-128.68607299999996,288.69572700000003,622.6565089533533
2014-07,-812.15713553478588,-306.86939999999998,114.70437199999998,-540.3395999999999,-79.65250753478594
2014-08,-160.02208080094945,-283.31889999999999,-74.685007999999996,-5.6989949999999752,203.68082219905043
2014-09,383.31068488681393,-690.86540000000002,99.131252000000018,450.65119393083512,524.39363895597876
2014-10,1163.387523383014,-537.87609999999984,-62.451954999999984,1210.430732,553.28484638301404
2014-11,891.18056961601155,-617.57159999999999,-387.57910099999998,1363.957854,532.37341661601147
2014-12,2608.2601909914802,258.5397999999999,-350.977238,1852.6994449999997,847.99818399148069
2015-01,900.72672843283055,-677.45849999999996,551.65002199999992,708.86800000000005,317.6672064328306
2015-02,374.97658563945305,-621.52880000000005,-362.46154300000001,369.52640700000001,989.4405216394531
2015-03,863.11182588507245,-542.87709999999993,188.02148699999998,1130.025584,87.94185488507253
2015-04,2473.8902803700812,473.67160000000035,158.56704000000002,1678.0034999999998,163.64814037008105
2015-05,-718.84784754278382,-276.92889999999994,91.332350000000005,-162.23927361258637,-371.01202393019764
2015-06,822.48587063184618,-216.17220000000017,-366.92240299999997,869.97747300000003,535.60300063184627
2015-07,781.56015469000999,-631.77559999999994,613.09247200000004,-5.4620793498481248,805.70536203985807
2015-08,1155.6329670481064,-842.47770000000037,-449.65830300000005,2233.7848269931319,213.98414305497514
2015-09,1786.6602209630805,-768.14179999999999,167.002377,1519.761358,868.03828596308028
2015-10,-4217.8812754270002,-1020.0487000000001,326.87018399999999,-5484.1011520000002,1959.3983925729997
2015-11,1366.3753968715407,-1191.5309,235.13503500000004,1599.468588,723.30267387154038
2015-12,1001.4459826508016,-2492.7357000000002,-1012.659564,65.107775000000004,4441.7334716508012
2016-01,3587.8508561694252,-1865.1866000000005,688.48014999999998,5130.3582380000007,-365.80093183057511
2016-02,-1721.8752648906868,-1045.1261000000002,-133.88245899999998,-307.05195700000013,-235.81474889068645
2016-03,1653.3974389715254,-747.1827000000003,-78.636454000000015,-216.36911500000002,2695.5857079715256
2016-04,10870.2978915981,242.27030000000019,-0.24512299999999598,11168.026573000001,-539.75385840189892
2016-05,-3211.6070032960702,588.38789999999995,24.659781000000024,-1086.9656770000001,-2737.6890072960696
2016-06,1983.1259692408021,6.9917999999999836,-161.50131599999997,1577.0300170000003,560.60546824080211
2016-07,2743.2046581755276,584.38720000000103,312.68065000000001,1372.9047280000004,473.23208017552616
2016-08,-468.60391687799176,-337.07839999999902,-141.16610899999998,-552.58984799999973,562.23044012200728
2016-09,-167.99928815768567,-413.48580000000004,69.706856999999999,123.92241200000029,51.857242842314122
2016-10,9277.4888379507884,-230.51810000000035,-1783.993338,6882.1553609999992,4409.8449149507915
2016-11,1673.6030032112114,-942.29259999999999,-1849.816358,132.67861100000064,4333.0333502112107
2016-12,3451.8176121430179,1112.5034999999998,681.35505000000001,685.65367000000003,972.30539214301848
2017-01,8008.4878688464269,-2039.7703999999999,930.43020499999989,8217.3201179999996,900.50794584642779
2017-02,4527.2089859254447,-867.8245000000004,748.54777100000001,3249.2056689999999,1397.2800459254454
2017-03,784.61165201620656,-510.17780000000027,-123.01668100000001,1463.3754390000001,-45.569305983793356
2017-04,-872.99474784972722,-42.349999999999966,-1588.1975299999999,-2840.1143550000011,3597.6671371502744
2017-05,-1258.2203338650152,-785.91210000000024,666.25669999999991,365.56150199999979,-1504.1264358650149
2017-06,3337.7910828953773,88.930300000000443,-1227.50927,6077.7379739999997,-1601.3679211046231
2017-07,-305.62200074729554,-1038.3492000000003,-172.04452600000005,587.62090999999987,317.15081525270477
2017-08,2211.4875575887741,-1724.3364999999994,-573.16604900000004,3984.7968280000005,524.19327858877421
2017-09,2658.7450242156824,47.259300000000167,-282.14690300000007,2334.1500339999993,559.48259321568298
2017-10,3368.9633781326306,-700.10429999999974,305.67408099999989,2664.3136210000002,1099.0799761326302
2017-11,4822.7465790450005,-186.01179999999999,-310.59170700000021,3093.6767360000003,2225.6733500450014
2017-12,1253.7813436766578,-1104.7350000000001,235.08637300000004,2748.1115850000006,-624.68161432334227
2018-01,7829.529276205144,-715.49689999999998,595.714652,9091.7628820000009,-1142.4513577948555
2018-02,118.46553466687112,-233.60679999999957,-1079.928999,579.47476699999982,852.52656666687085
2018-03,1252.6558313101975,-2698.5209,640.36154299999987,2089.1621479999994,1221.6530403101979
2018-04,-4263.3359836312711,-4091.9974999999995,-1522.8263929999998,1504.5025689999998,-153.01465963127143
2018-05,-4612.3107773558559,-6288.2974999999997,585.44535199999996,3948.7152900000001,-2858.1739193558556
2018-06,12229.939678326296,-5105.4164000000001,478.53690399999999,16059.934031999999,796.885142326297
2018-07,-2897.5684104267148,-4336.3851999999997,18.092812000000009,1084.6729270000001,336.05105057328501
2018-08,-5350.3259438857958,-3915.6277999999998,-691.4010679999999,-1850.8352930000003,1107.5382171142044
2018-09,-4128.9621359554121,-3446.1563000000001,-397.69069599999995,-76.822799000000416,-208.29234095541244
2018-10,5258.8877361274554,-954.02650000000006,-880.45862800000009,6607.9846459999999,485.38821812745527
2018-11,-2736.5187308560544,-1110.4529999999997,-1283.0621680000002,-710.00180100000057,366.99823814394585
2018-12,13763.762221930112,-1080.4312000000002,-1978.9354429999999,14486.257027,2336.8718379301108
2019-01,-381.00848859496477,-3147.0837999999994,1454.2371390000001,1430.4932439999998,-118.65507159496508
2019-02,274.52800328933677,-1722.7542000000001,-435.86965100000009,1815.6040399999997,617.547814289337
2019-03,-2410.186015130404,-2253.4603999999999,-7.0271199999999112,-684.5643610000003,534.86586586959618
2019-04,4851.9643698053414,-2830.0818999999997,-209.35158499999989,7675.5911839999999,215.8066708053417
2019-05,-7140.8433872974892,-3798.0189999999998,-1131.8464629999999,-4033.2001049999994,1822.2221807025105
2019-06,-2499.665663985204,-3269.9014000000016,-993.81062800000007,1029.7396599999993,734.30670401479813
2019-07,2412.160988097904,-4095.9148000000005,-84.277966999999933,5122.8330129999995,1469.5207420979038
2019-08,-14565.768749913534,-4476.7780000000002,-1973.5185690000001,-4953.9080489999997,-3161.5641319135352
2019-09,-6644.3256892043928,-3294.1255000000001,476.60687400000006,-900.43494299999986,-2926.3721202043926
2019-10,-5409.6314962107344,-4562.7244000000001,-311.21102300000001,172.48581900000022,-708.18189221073476
2019-11,-936.94289860295407,-552.85259999999994,531.73406399999999,-578.58008099999995,-337.24428160295429
2019-12,181.28543536207462,-792.00289999999973,-728.46700499999986,-502.77579599999996,2204.531136362074
2020-01,-243.4255923687775,-217.91670000000011,457.89693300000005,-786.49973999999997,303.09391463122239
2020-02,46.697899999999926,-228.01790000000051,-83.021967999999987,12.770561999999927,344.96720600000043
2020-03,-1094.5155,-385.48240000000055,-787.71190200000001,-346.52193200000022,425.20073400000086
2020-04,-71.215299999999786,-561.81359999999972,613.30369199999996,68.489375999999908,-191.1947679999999
2020-05,-579.33400000000017,-800.69139999999993,866.4950970000001,17.065058000000171,-662.20275500000048
2020-06,-1235.0825085547549,-932.19170000000031,-1131.9594239999999,632.04731300000003,197.0213024452454
2020-07,-1087.1394245614938,-1246.7589000000003,-381.958167,-71.089682999999894,612.66732543850617
2020-08,-450.67123022332044,-1246.1372999999999,362.43143499999996,2.9035590000001008,430.13107577667944
2020-09,-952.8438539474173,-1187.7531999999997,200.813715,-233.12965599999993,267.22528705258242
2020-10,-1282.6583921292022,-678.78810000000055,371.57274100000001,-181.40159762999991,-794.04143549920195
2020-11,-1057.6419498821344,-638.77230000000009,-371.28026499999999,-201.74210700000012,154.15272211786578
2020-12,-52.417116518488911,-316.99649999999917,-1423.0784899999999,941.23868155999992,746.41919192151011
2021-01,-516.26387083005955,-441.81060000000014,297.79478700000004,-644.22467945041478,271.97662162035533
2021-02,-362.78959720593156,-417.67489999999998,215.53557799999999,-379.71679721999965,219.06652201406803
2021-03,-1020.945668470486,-538.07460000000037,-492.67477300000002,-193.30553684000017,203.10924136951451
2021-04,-1242.7526207406509,-300.91529999999983,440.57496199999997,-211.31902063000013,-1171.0932621106508
2021-05,-732.18966594856761,-330.30629999999996,-291.8827,-114.47977414693875,4.4791081983710939
2021-06,-165.0981824020073,-782.5173000000002,-488.77962100000002,-80.011354950000126,1186.2100935479932
2021-07,-633.38637638912962,-436.39580000000063,114.147323,-873.86799199999996,562.73009261087111
2021-08,3866.3765785845312,-430.25550000000004,-100.748417,3955.1611579999999,442.21933758453179
2021-09,-2383.7102611311971,-472.83450000000016,201.367141,-2116.6873768199193,4.4444746887225506
2021-10,-840.82086360350877,-525.97179999999992,-243.316069,-302.17590037000002,230.64290576649128
2021-11,193.31516641679787,-879.77819999999906,134.78121900000002,734.84959036999987,203.46255704679692
2021-12,-1954.7690106606974,-688.87429999999961,144.187162,-1409.8068264124299,-0.27504624826798363
2022-01,-1523.0985255070996,-590.61739999999998,-99.836427,-1026.23397529,193.58927678290058
2022-02,-421.0347611343575,-534.93629999999996,17.867518,-338.95790258999995,434.99192345564245
2022-03,5582.6986440248011,-716.28560000000016,-290.85891900000001,6723.4044488898735,-133.5612858650718
2022-04,-323.69859569096036,-529.84319999999957,359.64592600000003,-739.91730477003478,586.41598307907407
2022-05,-643.55678721903519,-660.64670000000024,-22.592907,-143.00733454999991,182.69015433096487
2022-06,961.30875425769466,-512.31830000000059,174.74763400000003,1472.2261772100605,-173.34675695236518
2022-07,-2998.1700358741973,-718.71039999999959,372.066799,-2089.1865543899999,-562.33988048419769
2022-08,-341.81997260840467,-918.81360000000029,24.977549999999994,256.98637179999963,295.02970559159581
2022-09,-3793.104372650504,-638.99219999999968,-616.42596200000003,-2519.1006638100002,-18.585546840504023
2022-10,2241.0271137757045,-616.32999999999993,192.171986,2081.0149804228749,584.17014735282953
2022-11,-303.36188063389159,-659.64189999999985,13.674762000000001,80.21456252038611,262.39069484572235
2022-12,3669.0644050275978,-408.84690000000006,-1078.3838689999998,3944.8449554985368,1211.4502185290603
2023-01,-2219.1542067058003,-269.6774999999999,877.905036,-3086.2803919800499,258.89864927425009
2023-02,-733.71012829470669,-592.16090000000008,62.051281000000003,-83.941914440000318,-119.65859485470631
2023-03,1854.5486483626032,-536.11289999999985,197.906004,2971.5159378012677,-778.76039343866466
2023-04,-4091.485400365254,-690.38450000000034,75.913461000000012,-2807.7554870600316,-669.25887430522198
2023-05,-2191.0949839625014,-611.52950000000033,-695.8613489999999,-684.14076913014958,-199.56336583235176
2023-06,-2915.0424896385966,-1.4955999999998539,179.07256299999997,-2354.2832000989551,-738.33625253964158
2023-07,-3675.5202857628674,-678.3910999999988,-800.18375700000001,-1630.5600891343115,-566.38533962855615
2023-08,4408.6287059677634,-217.0706999999999,402.96768600000001,4834.3491237988428,-611.61740383107883
2023-09,-1132.3107187979977,-473.61539999999957,406.10329200000001,-896.86569751004731,-167.93291328795101
2023-10,-4254.1183701530044,-708.47409999999991,-21.293019999999999,-3155.9309612700499,-368.42028888295403
2023-11,-1630.7687794006968,-1076.2997999999998,-127.94857099999999,-405.94397942793364,-20.576428972763196
2023-12,-1524.9580098342026,-959.2582000000001,-1555.3579930000001,-489.83286388997703,1479.4910470557745
2024-01,2370.2294041025598,-176.23840000000047,386.158072,2246.3991245500001,-86.089392447439508
2024-02,-2487.2194744666017,-230.67830000000038,-141.86033099999997,-1558.55577133,-556.12507213660115
2024-03,-1565.2043999999996,486.93580000000003,297.46086400000002,-1529.5869301299999,-820.0141338699998
2024-04,-2011.6100000000004,571.51990000000012,191.61672100000004,-2387.8044027000801,-386.94221829992017
2024-05,-154.91727470049864,184.52930000000026,-274.91098799999997,89.583899999999986,-154.11948670049881
2024-06,633.65196692069594,-83.212399999999889,-302.05809399999998,535.52874236737489,483.39371855332081
2024-07,-919.70769999999902,-192.16710000000145,236.69711199999995,-1912.2159467700001,947.9782347700027
2024-08,1050.5273000000007,407.44240000000002,-134.14450299999999,627.09608924000008,150.13331376000045
2024-09,660.9077250600011,141.06880000000024,-10700.327466999999,-868.42974481000101,12088.596136870001
2024-10,3128.0657212689985,770.14699999999993,-537.11767100000009,-457.95147324999994,3352.9878655189987
2024-11,2973.3609102816031,795.15069999999992,3930.4662310000003,596.91694517999997,-2349.1729658983968
2024-12,777.3231000000003,1396.9589999999998,1270.0960049999999,1077.9314964700002,-2967.6634014699998
2025-01,-286.28199977696863,1321.8430000000001,2132.2850880000001,-3106.3155616899999,-634.09452608696836
2025-02,973.53719923176209,1279.1164999999994,2189.6829140000004,-646.21066897501998,-1849.0515457932183
2025-03,-1891.6276788102018,464.75759999999974,-1211.147352,-1027.7345714600001,-117.50335535020177
2025-04,14002.840894703701,-2044.7067000000002,2791.1680580000002,12790.933737961899,465.44579874180096
2025-05,-2053.5778537419978,-1319.3961000000002,-490.90648299999998,834.48809999999992,-1077.7633707419982
2025-06,744.88834778719911,-2477.8327999999992,-724.56015900000011,3291.0538999999999,656.22740678719856
2025-07,-2164.8592425802981,-3037.9269000000008,972.92686900000001,-843.58804336000003,743.72883177970198
2025-08,1701.8438000000003,-1118.0815999999988,1318.8131980000001,2290.9036921300003,-789.79149013000142
2025-09,-5587.4735832420665,-5229.0077000000001,-1869.8353059999997,-735.14210000000003,2246.5115227579327
2025-10,1217.208756333197,-1873.9069000000006,1279.758544,295.78209999999996,1515.5750123331973
2025-11,1656.1848582191999,-141.7880000000003,507.28019,-677.22259999999994,1967.9152682192
2025-12,1505.2680616852576,-341.93380000000025,-969.72515199999998,1767.1950000000002,1049.7320136852575
2026-01,3209.0170057913879,-398.6873000000005,1668.0572529999999,922.43295852000006,1017.2140942713877
2026-02,198.48065479820099,-756.91820000000098,-124.22023000000004,773.04603017000034,306.57305462820182
2026-03,-2240.7612123103022,672.21460000000013,-1742.3367929999999,-1031.9495000000002,-138.68951931030227
2026-04,797.21929799520854,-343.70420000000024,891.24940800000013,1034.4476209300001,-784.7735309347911
2026-05,1762.5069351349905,-693.39749999999958,979.37432899999999,1741.5053601039999,-264.97525396900932
2026-06,-3191.3527347188947,-811.37710000000004,-2454.6755750000002,-969.31607936700004,1044.0160196481061
2026-07,2190.6088358358993,-2027.9581000000003,1051.7965920000001,2400.2804757975,766.48986803839875
2026-08,-1061.2769462197966,-1779.9103,-439.70600699999994,622.23184219409995,536.10751858610365
