fecha,id,valor
2003-04-04,118,166.0
2003-04-04,119,674.0
2003-04-04,120,24.0
2003-04-04,121,27.0
2003-04-04,122,0.0
2003-04-04,123,19.0
2003-04-04,124,460.0
2003-04-04,125,1370.0
2003-04-04,158,0.0
2003-04-07,77,-27.63
2003-04-07,78,10.88
2003-04-07,81,0.4
2003-04-07,107,1032.0
2003-04-07,108,766.0
2003-04-07,118,166.0
2003-04-07,119,673.0
2003-04-07,120,24.0
2003-04-07,121,27.0
2003-04-07,122,0.0
2003-04-07,123,18.0
2003-04-07,124,458.0
2003-04-07,125,1366.0
2003-04-07,158,0.0
2003-04-08,77,-12.92
2003-04-08,78,6.08
2003-04-08,81,-1.7
2003-04-08,107,1026.0
2003-04-08,108,756.0
2003-04-08,118,166.0
2003-04-08,119,675.0
2003-04-08,120,24.0
2003-04-08,121,27.0
2003-04-08,122,0.0
2003-04-08,123,18.0
2003-04-08,124,455.0
2003-04-08,125,1365.0
2003-04-08,158,0.0
2003-04-09,77,7.99
2003-04-09,78,3.14
2003-04-09,81,-1.3
2003-04-09,107,1043.0
2003-04-09,108,776.0
2003-04-09,118,165.0
2003-04-09,119,675.0
2003-04-09,120,24.0
2003-04-09,121,27.0
2003-04-09,122,0.0
2003-04-09,123,17.0
2003-04-09,124,460.0
2003-04-09,125,1368.0
2003-04-09,158,0.0
2003-04-10,77,-66.2
2003-04-10,78,21.54
2003-04-10,81,-4.1
2003-04-10,107,1044.0
2003-04-10,108,779.0
2003-04-10,118,164.0
2003-04-10,119,673.0
2003-04-10,120,24.0
2003-04-10,121,27.0
2003-04-10,122,0.0
2003-04-10,123,17.0
2003-04-10,124,460.0
2003-04-10,125,1365.0
2003-04-10,158,0.0
2003-04-11,77,24.04
2003-04-11,78,16.3
2003-04-11,81,6.7
2003-04-11,107,1047.0
2003-04-11,108,784.0
2003-04-11,118,165.0
2003-04-11,119,674.0
2003-04-11,120,24.0
2003-04-11,121,27.0
2003-04-11,122,0.0
2003-04-11,123,17.0
2003-04-11,124,458.0
2003-04-11,125,1365.0
2003-04-11,158,0.0
2003-04-14,77,0.58
2003-04-14,78,4.32
2003-04-14,81,-1.3
2003-04-14,107,1053.0
2003-04-14,108,791.0
2003-04-14,118,165.0
2003-04-14,119,674.0
2003-04-14,120,24.0
2003-04-14,121,27.0
2003-04-14,122,0.0
2003-04-14,123,17.0
2003-04-14,124,462.0
2003-04-14,125,1369.0
2003-04-14,158,0.0
2003-04-15,77,4.56
2003-04-15,78,1.57
2003-04-15,81,3.6
2003-04-15,107,1054.0
2003-04-15,108,798.0
2003-04-15,118,164.0
2003-04-15,119,676.0
2003-04-15,120,24.0
2003-04-15,121,27.0
2003-04-15,122,0.0
2003-04-15,123,17.0
2003-04-15,124,460.0
2003-04-15,125,1368.0
2003-04-15,158,0.0
2003-04-16,77,7.5
2003-04-16,78,2.24
2003-04-16,81,4.0
2003-04-16,107,1066.0
2003-04-16,108,801.0
2003-04-16,118,167.0
2003-04-16,119,678.0
2003-04-16,120,24.0
2003-04-16,121,27.0
2003-04-16,122,0.0
2003-04-16,123,17.0
2003-04-16,124,460.0
2003-04-16,125,1373.0
2003-04-16,158,0.0
2003-04-21,77,17.53
2003-04-21,78,9.22
2003-04-21,81,0.8
2003-04-21,107,1069.0
2003-04-21,108,804.0
2003-04-21,118,164.0
2003-04-21,119,672.0
2003-04-21,120,24.0
2003-04-21,121,27.0
2003-04-21,122,0.0
2003-04-21,123,17.0
2003-04-21,124,458.0
2003-04-21,125,1362.0
2003-04-21,158,0.0
2003-04-22,77,39.31
2003-04-22,78,40.78
2003-04-22,81,1.1
2003-04-22,107,1075.0
2003-04-22,108,810.0
2003-04-22,118,161.0
2003-04-22,119,672.0
2003-04-22,120,24.0
2003-04-22,121,27.0
2003-04-22,122,0.0
